entity_id,type,amount,currency,fee,tax,credit,debit,settlement_id,settlement_utr,settled_at,created_at,description,order_id,method,card_network
pay_hmRTfMyhYnzqEr,payment,1490710,INR,27324,4918,1458468,0,setl_7lem8WpqYSHAGA,178785473684hxxp,1764263858,1764095400,Shopify Inc - Settlement,order_vpejQZcn2FfR6W,card,RUPay
pay_FaclTttHrrK7gw,payment,2136768,INR,38957,7012,2090799,0,setl_1hFvJaH3tbeBbP,1787854736k3omd4,1744020795,1743877800,Cloudflare Inc - Settlement,order_nr0xY8zeURhI0w,card,RUPay
pay_HwQ2vByQDsjEcW,payment,2788240,INR,52050,9369,2726821,0,setl_80tkiSeeklqyes,1787854736tplc6p,1744083395,1743934954,Cloudflare Inc - Settlement,order_nr0xY8zeURhI0w,card,VISA
pay_Jv3pHtA1ACW5L7,payment,2180704,INR,40708,7327,2132669,0,setl_HmobbKtdbfkq50,1787854736zq50op,1776449724,1776277800,Google Cloud Platform - Settlement,order_H1bA7MqIoJ5QoP,card,MC
pay_soNP4TzjHpDNfC,payment,1400127,INR,29700,5346,1365081,0,setl_txx0mRupIMlGZ9,1787854736khba5m,1776410813,1776303625,Google Cloud Platform - Settlement,order_H1bA7MqIoJ5QoP,card,VISA
pay_PAZOV026Ao0tGg,payment,4159917,INR,87533,15756,4056628,0,setl_K1fyUHOie9wvvi,1787854736645vdb,1744799186,1744655400,Slack Technologies - Settlement,order_T2IvuI9IgAobsm,card,MC
pay_D9sF53grX8FFIy,payment,4874965,INR,97344,17522,4760099,0,setl_x7u8wl1GifKHMW,17878547360z1r5f,1743407075,1743273000,Zoom Video Communications - Settlement,order_IHtVaxPnPlsR6B,card,MC
pay_a7OQTxrtTQEMwk,payment,586983,INR,11899,2142,572942,0,setl_UI0bZvPyVfFXuW,1787854736xf1pi2,1761903186,1761762600,Zoho Corporation - Settlement,order_wxOXOnE3AWTX0a,card,MC
pay_cZh7MTQHJqzrCz,payment,3031002,INR,56551,10179,2964272,0,setl_437gq6bvsgEUYv,1787854736pob7fu,1762013464,1761844278,Zoho Corporation - Settlement,order_wxOXOnE3AWTX0a,card,VISA
pay_PWfpQ9BZcuPcxI,payment,622029,INR,11423,2056,608550,0,setl_8x28Z2r2sTVz3l,1787854736fox5ww,1761989242,1761844890,Zoho Corporation - Settlement,order_wxOXOnE3AWTX0a,card,MC
pay_8IzXnnkQyBD3bH,payment,188680,INR,4023,724,183933,0,setl_r3wZMSCUstH9RF,1787854736ts1fb2,1741795460,1741631400,Adobe Creative Cloud - Settlement,order_QCDwfmfZrFhmRT,card,VISA
pay_cKjyYBqKNLR2Cm,payment,16768,INR,305,55,16408,0,setl_QzSaft0QfHu6bj,1787854736ami0uz,1741866548,1741697869,Adobe Creative Cloud - Settlement,order_QCDwfmfZrFhmRT,card,MC
pay_ZiDRIM2gnxx9wW,payment,2286160,INR,43850,7893,2234417,0,setl_p0OSpyjIXtGgLw,1787854736qfpodp,1741562047,1741458600,Shopify Inc - Settlement,order_TUtFjwgPSoOouS,card,RUPay
pay_jTQBlByRydWkOJ,payment,3021667,INR,58548,10539,2952580,0,setl_dbWgkgYQeab5e8,17878547363fezez,1758721555,1758565800,Adobe Creative Cloud - Settlement,order_TUtFk2A8O1esFn,card,MC
pay_hxtv6j8Y59KOTt,payment,2142060,INR,40623,7312,2094125,0,setl_HNdu6W7lZHjCJX,17878547369kr2fv,1758312976,1758220200,Adobe Creative Cloud - Settlement,order_TUtFk8GT1IGzja,card,VISA
pay_UU8tbneTri3mWp,payment,4316038,INR,87806,15805,4212427,0,setl_6SRLtAhECdTcUX,178785473644eew1,1769079061,1768933800,Cloudflare Inc - Settlement,order_TUtFkNIkCLJdJH,card,MC
pay_qHt66Y97Cl57Nj,payment,3629540,INR,69786,12561,3547193,0,setl_JtFmmY3VCpbRFK,1787854736aw1lxx,1770586561,1770489000,Stripe Payments - Settlement,order_TUtFkS3BklpHpw,card,VISA
pay_EVTn7yptUANqVw,payment,1023314,INR,19775,3560,999979,0,setl_LmjDjLd3H6LBwP,1787854736z5p3vo,1776974896,1776882600,Shopify Inc - Settlement,order_Zh7MTQHJqzrCzU,card,RUPay
pay_baKZ2VXzwjvNbx,payment,2316861,INR,42150,7587,2267124,0,setl_e5VLBgXF8hRLvJ,17878547368yc8gz,1740115262,1739989800,Freshworks Inc - Settlement,order_Q9BZcuPcxIAz8I,card,MC
pay_QGV3JE68U93rao,payment,1712925,INR,30970,5575,1676380,0,setl_YTZUXzHMukeuXH,1787854736cqoroi,1758654640,1758565800,Atlassian - Settlement,order_BD3bH4zUCcKjyY,card,RUPay
pay_GMLrstQRODj0JW,payment,1084227,INR,20197,3635,1060395,0,setl_Q7pPiwSZFnM8X9,17878547362tp6qa,1758765845,1758618543,Atlassian - Settlement,order_BD3bH4zUCcKjyY,card,VISA
pay_plMBKSF0TYeoFh,payment,540781,INR,10371,1867,528543,0,setl_7moKD5QPq90N0R,1787854736ftcdz3,1758802642,1758643304,Atlassian - Settlement,order_BD3bH4zUCcKjyY,card,MC
pay_WbQcOQDupFVh8k,payment,1069965,INR,23049,4149,1042767,0,setl_92Nfx26n8rQpTN,17878547368l6e7v,1754678360,1754591400,Slack Technologies - Settlement,order_RbJmmoe2dFXZnx,card,RUPay
pay_yZh1d2dE3sf3xq,payment,4442820,INR,94913,17084,4330823,0,setl_3pZ3rvhwoEBzpp,1787854736m33mg1,1767466105,1767378600,Amazon Web Services - Settlement,order_he4fYLTN3wD9gv,card,RUPay
pay_uK98yHa9a9mzP4,payment,1485644,INR,27456,4942,1453246,0,setl_HWLAuvqrLymyN8,17878547368brzva,1757094281,1756924200,Salesforce.com - Settlement,order_hxtv6j8Y59KOTt,card,MC
pay_w122QojdKYmqYY,payment,5183402,INR,109464,19704,5054234,0,setl_Y1jeiojqjEHEQj,1787854736is2gy9,1764424453,1764268200,Cloudflare Inc - Settlement,order_Bk4w017X6YGSIJ,card,VISA
pay_u53BySRerG1I8b,payment,1082138,INR,20507,3691,1057940,0,setl_mq2Aapo0U0ZHge,1787854736sbzb7t,1785477650,1785349800,Adobe Creative Cloud - Settlement,order_NkKTqHt66Y97Cl,card,VISA
pay_lFb4ZegXDxErZw,payment,4169679,INR,87210,15698,4066771,0,setl_AMFjBt8aEPKTmF,1787854736r3vwmj,1750458334,1750357800,Slack Technologies - Settlement,order_TUtFl8bhXiBLqS,card,RUPay
pay_LzzPc4rQzfnHBX,payment,5013214,INR,90818,16347,4906049,0,setl_d7zygOElbFbH84,1787854736n6y2c2,1749932981,1749839400,Cloudflare Inc - Settlement,order_TUtFlOuEr5e5ke,card,RUPay
pay_1kVK3uqRXKj71o,payment,1434410,INR,26838,4831,1402741,0,setl_SmEqiSXFuOloAX,178785473625wm72,1740135716,1739989800,DigitalOcean - Settlement,order_TUtFlUmQT731tF,card,RUPay
pay_ZBwvA4olAPxS7n,payment,2821373,INR,53821,9688,2757864,0,setl_gkGAsk04HfWdmL,1787854736ebevsx,1759217490,1759084200,Slack Technologies - Settlement,order_TUtFlZugzov50M,card,VISA
pay_cNSgmkA970ikRq,payment,4769365,INR,102095,18377,4648893,0,setl_T2wJTVWAkqDfz1,1787854736phh62m,1782042554,1781893800,Freshworks Inc - Settlement,order_TUtFlfwjhWJUx2,card,VISA
pay_RURo7oLgOD1yZT,payment,5478114,INR,105975,19076,5353063,0,setl_r8lUj7mZKcwCNA,1787854736iiwi08,1752820452,1752690600,Salesforce.com - Settlement,order_TUtFllBzMoDbhG,card,MC
pay_eS4Ztk9yVsqnd6,payment,736025,INR,13323,2398,720304,0,setl_yXYzAAWiIbn4W8,1787854736hkhjg4,1749007639,1748889000,Amazon Web Services - Settlement,order_jk7GGww122Qojd,card,VISA
pay_KoiSdtsi463oNN,payment,909607,INR,17465,3144,888998,0,setl_LB04BqXwG6SOyo,178785473679955c,1771285531,1771180200,Twilio Inc - Settlement,order_Y2qDdQXUxT01q8,card,VISA
pay_UQS0d1k6E3f1XS,payment,5530605,INR,116985,21057,5392563,0,setl_2ILhrTan5vk0SJ,1787854736iwkesv,1774959492,1774809000,Shopify Inc - Settlement,order_QZoLNztv1yfJTf,card,MC
pay_MZj4cTswenKnAQ,payment,1176396,INR,21822,3928,1150646,0,setl_MFdpEfunfecTXr,1787854736zrjo7v,1753472997,1753381800,Amazon Web Services - Settlement,order_Pc4rQzfnHBXkL1,card,MC
pay_evFmnZ7XCMXATz,payment,4735766,INR,99725,17950,4618091,0,setl_M3cONaXJ0PFuSg,1787854736ibsmqp,1758613970,1758479400,Atlassian - Settlement,order_RXKj71oqQZBwvA,card,MC
pay_mPqVHXkKzSStkU,payment,1352318,INR,28002,5040,1319276,0,setl_xTXLOoWF0fnw5G,1787854736cbhhlk,1762748974,1762626600,Salesforce.com - Settlement,order_aXVPcpzYGfp0Xo,card,RUPay
pay_3WL64ZOtItkKWo,payment,804636,INR,15587,2806,786243,0,setl_LlI1shQvRV96yu,1787854736ax985i,1765505308,1765391400,DigitalOcean - Settlement,order_TUtFmCgAYhEDBL,card,MC
pay_PhD9poBqZXhdJr,payment,1976241,INR,42501,7650,1926090,0,setl_dfwuscxTLvrMbi,1787854736nue7a3,1765573981,1765441095,DigitalOcean - Settlement,order_TUtFmCgAYhEDBL,card,RUPay
pay_ppQlIzGsHHGMMQ,payment,1290829,INR,24790,4462,1261577,0,setl_VZqZwhUBw5J7Un,1787854736vv59ho,1772805456,1772649000,Adobe Creative Cloud - Settlement,order_TUtFmIuxeqFpZg,card,RUPay
pay_ZJh4qdOAFGje6w,payment,265203,INR,5153,928,259122,0,setl_XdU7nSKpLzlBM4,1787854736nhksqn,1772776293,1772688446,Adobe Creative Cloud - Settlement,order_TUtFmIuxeqFpZg,card,MC
pay_4nc8QDy20WpaH0,payment,2720152,INR,56836,10230,2653086,0,setl_K1ZJGhdE71IMar,1787854736rv7vsy,1758601902,1758479400,DigitalOcean - Settlement,order_TUtFmOQu3j2i7P,card,MC
pay_pKWbm2FyLY7QX0,payment,2874718,INR,61542,11078,2802098,0,setl_M9bzlPUjecCFo4,1787854736m42o34,1769506601,1769365800,Adobe Creative Cloud - Settlement,order_TUtFmUtF4CxlDD,card,VISA
pay_KIt80G4djblwl1,payment,2616518,INR,56372,10147,2549999,0,setl_P3tc4LjY6O1QmS,17878547366z0hr9,1754318259,1754159400,Google Cloud Platform - Settlement,order_TUtFmayT4NueMy,card,RUPay
pay_e3bDoA1gusN72g,payment,3583609,INR,71430,12857,3499322,0,setl_HWufwZKMCBnpcV,1787854736ogbjze,1757762649,1757615400,Amazon Web Services - Settlement,order_TUtFmfmfYd3Fnu,card,RUPay
pay_atdpnJz3mA5fde,payment,4284467,INR,87716,15789,4180962,0,setl_eEiP6Iy0KBGShY,1787854736c1yfmh,1750275914,1750185000,Adobe Creative Cloud - Settlement,order_TUtFmlhXQSThM4,card,MC
pay_TURfiXyEbjFeT8,payment,213,INR,4,1,208,0,setl_3hbCngpoGqblDX,1787854736hi6hab,1745953308,1745865000,Stripe Payments - Settlement,order_bHPrMqAaGgmrZ3,card,RUPay
pay_ZCizx7n3iocVzy,payment,287064,INR,5188,934,280942,0,setl_ULpN2xzKKZGUiL,1787854736ht7ehm,1746011762,1745902606,Stripe Payments - Settlement,order_bHPrMqAaGgmrZ3,card,VISA
pay_mdosHvNVz7SgrC,payment,92970,INR,1882,339,90749,0,setl_AoANNoRmC2Zve9,1787854736z27ujd,1746049011,1745920098,Stripe Payments - Settlement,order_bHPrMqAaGgmrZ3,card,MC
pay_ssGlL5YcwsGZ5z,payment,4459038,INR,82768,14898,4361372,0,setl_8rq8rUn2T0dUlk,1787854736nxiv9i,1779814586,1779647400,DigitalOcean - Settlement,order_lwz8WZJh4qdOAF,card,RUPay
pay_bo7IegD50df5Kj,payment,5352700,INR,112881,20319,5219500,0,setl_vHOaPEIeMXnOs9,1787854736p5el2b,1780997780,1780857000,Adobe Creative Cloud - Settlement,order_sGPO9ScGKCSxTt,card,RUPay
pay_HVdjpZu0R0ygBJ,payment,463767,INR,8946,1610,453211,0,setl_oRB0UPh4pPqslX,1787854736lpa5cg,1763573747,1763404200,Dropbox Inc - Settlement,order_rqvjj8pUgrFpPV,card,RUPay
pay_uJRP0qSuCyG1t1,payment,177576,INR,3338,601,173637,0,setl_96HKixMfacKMal,1787854736ku8h5r,1749627331,1749493800,Shopify Inc - Settlement,order_01EeO8DNnZOcxb,card,RUPay
pay_OwxRp5Y78TiAPm,payment,773555,INR,15661,2819,755075,0,setl_YKbftvyxBX0v5k,1787854736f0jqqn,1779813232,1779647400,Dropbox Inc - Settlement,order_GZiAFlmSfMp6WD,card,VISA
pay_rouhlw7SLqLKfX,payment,3228176,INR,69877,12578,3145721,0,setl_dUsM4A1tXZZYuX,1787854736l9c59e,1777647935,1777487400,Dropbox Inc - Settlement,order_TUtFnKnqPF96Is,card,VISA
pay_IkPUsJJUD5mpej,payment,3510125,INR,70997,12779,3426349,0,setl_Kv7vuVrnWDXaPd,17878547367nzbxf,1752424355,1752258600,Stripe Payments - Settlement,order_TUtFnRQag2Tn3G,card,VISA
pay_z8Apb4mm7qT46X,payment,5448822,INR,119801,21564,5307457,0,setl_cqPl70Avn4Yk3g,1787854736gp3jk8,1761848909,1761676200,Twilio Inc - Settlement,order_TUtFncK1XefUOb,card,RUPay
pay_4yXxbC3Lf6K7hA,payment,927715,INR,17748,3195,906772,0,setl_2ktu51GjxyQMur,1787854736agrd1p,1741254036,1741113000,DigitalOcean - Settlement,order_TUtFnmYZcqwRr4,card,MC
pay_v1aGhr8wo6uJcU,payment,2419740,INR,50043,9008,2360689,0,setl_otKXrML6byLDLv,1787854736j6oww5,1763425974,1763317800,Slack Technologies - Settlement,order_TUtFnsNRHC3pX0,card,MC
pay_xijOQYnaBphnmu,payment,5540375,INR,100929,18167,5421279,0,setl_EFHDBOevAQ7pwC,1787854736h2ns8j,1742386291,1742236200,Dropbox Inc - Settlement,order_7tHCRQJ0Ac6C5l,card,RUPay
pay_E5GwSFvbYodhIY,payment,304080,INR,6326,1139,296615,0,setl_dUaW39y6pXDWUG,1787854736qz05ev,1763905750,1763749800,Adobe Creative Cloud - Settlement,order_7gwJhZV2pUS6md,card,RUPay
pay_Ip4xtX6iiHAkh6,payment,107884,INR,2356,424,105104,0,setl_RryWmodZL97yBW,1787854736b3lpvo,1764002306,1763835613,Adobe Creative Cloud - Settlement,order_7gwJhZV2pUS6md,card,VISA
pay_4VZofJNzMLx005,payment,106801,INR,2242,404,104155,0,setl_xV66dorGXls12w,1787854736zbrd39,1763981858,1763834274,Adobe Creative Cloud - Settlement,order_7gwJhZV2pUS6md,card,RUPay
pay_EpPMj6WpORELeU,payment,2591594,INR,53332,9600,2528662,0,setl_KbHpONuoFasJ53,17878547361hjr6e,1757287593,1757183400,Stripe Payments - Settlement,order_qT46XhR4yXxbC3,card,RUPay
pay_Jjy7KTwsnRWqUd,payment,5364159,INR,111434,20058,5232667,0,setl_5nexUNj5EV4uso,178785473628pijk,1750545199,1750444200,Cloudflare Inc - Settlement,order_mNnNqzMz2tayEq,card,VISA
pay_eGoFRz3Mtmt30n,payment,324064,INR,6837,1231,315996,0,setl_Ft6uHW07jADh08,1787854736lny2sv,1742265316,1742149800,Dropbox Inc - Settlement,order_LPEy4ZbZTYHAsD,card,RUPay
pay_k4ih9dwWNvtScf,payment,5273846,INR,103476,18626,5151744,0,setl_GA0TySNqJRu0zC,1787854736lsyj4u,1745170116,1745001000,Microsoft Azure - Settlement,order_wSFvbYodhIYxh7,card,VISA
pay_p0ymKfbL6o7tdW,payment,5436928,INR,108786,19581,5308561,0,setl_zerX8UzNtyrD1L,1787854736ro9x49,1736778419,1736620200,DigitalOcean - Settlement,order_HAkh6Su4VZofJN,card,MC
pay_QOpgxY42CoG8nQ,payment,1117465,INR,21150,3807,1092508,0,setl_YadVYEtR5rhGUx,17878547365b7kxu,1785926118,1785781800,Zoho Corporation - Settlement,order_059ciSEGseUHoG,card,RUPay
pay_jXXk3EP8NZyVx3,payment,1852985,INR,37643,6776,1808566,0,setl_rSINutAtjq9J6a,178785473647d9gb,1764854159,1764700200,Zoho Corporation - Settlement,order_qJjy7KTwsnRWqU,card,MC
pay_bOfRJJlyoZUHpd,payment,1568,INR,34,6,1528,0,setl_ok8mZCOeq7oXqx,1787854736x15xjx,1764901745,1764767200,Zoho Corporation - Settlement,order_qJjy7KTwsnRWqU,card,RUPay
pay_ZPHkIf3JK5gZ8n,payment,960605,INR,19778,3560,937267,0,setl_AHHn4Nk9drFkX9,1787854736zkelz5,1764981094,1764824242,Zoho Corporation - Settlement,order_qJjy7KTwsnRWqU,card,RUPay
pay_RFb91KzlxyLoQs,payment,2099474,INR,43348,7803,2048323,0,setl_LyBihyegkswHu7,17878547366gvgt2,1762729127,1762626600,Dropbox Inc - Settlement,order_TUtFoSXtUOLEJy,card,VISA
pay_EXIBg4qzlL3l2g,payment,2763421,INR,56335,10140,2696946,0,setl_CjoFPuFHS7K8oP,1787854736b86ktf,1783858883,1783708200,Zoho Corporation - Settlement,order_TUtFoZWE6Ca52o,card,MC
pay_Ilz3wogWCgOxwX,payment,404311,INR,8057,1450,394804,0,setl_rg9VhNGyOLSz7l,1787854736hmewcj,1783881836,1783745396,Zoho Corporation - Settlement,order_TUtFoZWE6Ca52o,card,RUPay
pay_zjaPv4FlhPAuAg,payment,994702,INR,21517,3873,969312,0,setl_oKc6p6IMnQnosi,1787854736xsf3l2,1785831468,1785695400,Shopify Inc - Settlement,order_TUtFogBvDdXCC1,card,RUPay
pay_MxZGakQhjl9YMi,payment,4755738,INR,92737,16693,4646308,0,setl_BlEHGhEnWUQ1NA,1787854736n8nd7g,1759037980,1758911400,Stripe Payments - Settlement,order_TUtFontl35EX6M,card,RUPay
pay_qDYnxzdlFQWls5,payment,348691,INR,7133,1284,340274,0,setl_kyFVjRQGCTuLxq,17878547362t5ovj,1785760052,1785606338,Adobe Creative Cloud - Settlement,order_TUtFp7d14JWXRP,card,VISA
pay_R7DvKeA05gMwfr,payment,151130,INR,3117,561,147452,0,setl_soIjQ4nWwqZcbV,1787854736qk8sz7,1786478803,1786362419,Dropbox Inc - Settlement,order_9Qwca79isJS8jh,card,RUPay
pay_Wo8FRYpZMAr4it,payment,314419,INR,6507,1171,306741,0,setl_S16ZTFEt6KDuie,178785473658ps0r,1787530509,1787376606,Zoom Video Communications - Settlement,order_Dkf0J7ELkpOH3P,card,RUPay
pay_7RlM5jQZGES6x7,payment,170836,INR,3313,596,166927,0,setl_qphHALzAahV9o5,178785473698ybqg,1786938208,1786783190,Microsoft Azure - Settlement,order_mZkg5MsOYpSTuE,card,RUPay
pay_bXdPVwq31dPXwN,payment,390273,INR,7415,1335,381523,0,setl_4KWIVDeK8Uqz01,1787854736krjawo,1786592660,1786466307,Freshworks Inc - Settlement,order_miGhfIVEPRbhS8,card,RUPay
pay_ZVhrQRYuViLTNj,payment,427317,INR,9059,1631,416627,0,setl_57f3530DAcSGVs,1787854736oapht6,1786966322,1786826089,Stripe Payments - Settlement,order_AySp6IHGiQlsMn,card,MC
pay_4eMt2MMPmJG5pp,payment,288403,INR,5979,1076,281348,0,setl_HeJoOYSaLyGb0K,1787854736mpm5hg,1787024765,1786933089,Zoho Corporation - Settlement,order_fP4DnzCUI8Kbri,card,RUPay
pay_hCdme931e94RNj,payment,208654,INR,4394,791,203469,0,setl_IaUBp678HeeqHu,17878547362o003e,1787250792,1787150253,Amazon Web Services - Settlement,order_E24hzkJHT3x13N,card,MC
pay_id9jwYI1HOw6Gf,payment,856178,INR,16023,2884,837271,0,setl_xHVAqDzalAdRFa,1787854736w0gkej,1781062221,1780943400,Shopify Inc - Settlement,order_TUtFoyotEhnhrL,card,VISA
pay_6SY3zhtx3eQeYp,payment,889930,INR,17717,3189,869024,0,setl_padwGtlL1mJHYQ,1787854736gfah5n,1785418609,1785263400,Shopify Inc - Settlement,order_TUtFbVB42cFZkx,card,VISA
pay_olT2ZlqPYVSxIl,payment,4831431,INR,88967,16014,4726450,0,setl_SnOUdfnSQRVZTC,1787854736bb0hq6,1750803007,1750703400,Google Cloud Platform - Settlement,order_Wbm2FyLY7QX0xo,card,RUPay
pay_jvKgbR9by8dZTG,payment,3416856,INR,72730,13091,3331035,0,setl_aPeUGpqvIWyukl,1787854736ijvddw,1766334283,1766169000,Google Cloud Platform - Settlement,order_TUtFcQGBJzYcvq,card,MC
pay_lXqekOncp3cRhE,payment,3075853,INR,57519,10353,3007981,0,setl_Hk4oLr5EhVs9Ms,1787854736bgtj54,1768575245,1768415400,Google Cloud Platform - Settlement,order_fV0yG7nzrbt7Qy,card,VISA
pay_mebDQIR2eBnxsT,payment,2561453,INR,51418,9255,2500780,0,setl_83bs4EZ5fBlrHC,1787854736u2y0oy,1754658703,1754505000,Dropbox Inc - Settlement,order_TUtFcaD1WshCO6,card,MC
pay_w84uz3wOxNLPuv,payment,2974161,INR,63826,11489,2898846,0,setl_8KuXwYQLJNr2xc,1787854736zskhzt,1752626627,1752517800,Twilio Inc - Settlement,order_OZiOdsbBSZPpWi,card,RUPay
pay_EbXhzDXlCExkpN,payment,5266937,INR,101763,18317,5146857,0,setl_NhSn6RI2D89NHo,1787854736w8l85j,1738970512,1738866600,Zoom Video Communications - Settlement,order_TUtFh5r4CDx6QC,card,MC
pay_4oTbjtFSuKIh8g,payment,2069680,INR,42455,7642,2019583,0,setl_ZlUDyzN7K8h8ww,1787854736d0nx5w,1775918004,1775759400,Zoom Video Communications - Settlement,order_TOsTu6qLtRkvl8,card,VISA
pay_t2ozm6RqNbOW8W,payment,558488,INR,11365,2046,545077,0,setl_MbUMn1YbtaJdec,17878547363gu7gk,1739252853,1739125800,Adobe Creative Cloud - Settlement,order_TUtFdXh7FA668B,card,RUPay
pay_TNLEfZhFNNUWNu,payment,3050210,INR,64470,11605,2974135,0,setl_KLYlEEP48Ggtyl,1787854736na31xb,1740022350,1739903400,Adobe Creative Cloud - Settlement,order_TUtFnWQjPRWxcR,card,RUPay
pay_apXJ5EzFFtyiki,payment,4881228,INR,89719,16149,4775360,0,setl_vQ6lxAxhy0FIv3,17878547363lritj,1760192252,1760034600,Zoho Corporation - Settlement,order_VwQAtzjo1beUvX,card,VISA
pay_0oxIRzrIrbAEPz,payment,147338,INR,3201,576,143561,0,setl_HzGSfzI4BaJoO2,1787854736n53egd,1748383934,1748284200,Cloudflare Inc - Settlement,order_Et8FgXcJTU6k2J,card,RUPay
pay_a9LSGUSbsKbbt4,payment,5217824,INR,102781,18501,5096542,0,setl_7REUW5FCJaULa3,1787854736ywk5jr,1770018980,1769884200,Atlassian - Settlement,order_wqDnUUiXP07lJF,card,RUPay
pay_86EnWxq7IlwCEw,payment,5494394,INR,104933,18888,5370573,0,setl_5ysEA5JoTYswdE,1787854736u8kd9g,1770453065,1770316200,Atlassian - Settlement,order_k6TXxypztqgoaW,card,VISA
pay_O3qjQ5qRhoL0AM,payment,452378,INR,9806,1765,440807,0,setl_Ved8lnI65Xiheh,1787854736idzs13,1788056948,1787941800,DigitalOcean - Settlement,order_mae86pwTZJXud0,card,MC
pay_PX4KYSrOorAdIO,payment,4196696,INR,86529,15575,4094592,0,setl_rOA9Bi75DV01yS,1787854736f486i3,1753216322,1753122600,Slack Technologies - Settlement,order_TUtFiu4ZWCYeRF,card,RUPay
pay_IgAobsmJZq1FGu,payment,1141613,INR,25083,4515,1112015,0,setl_uHrItraDGkdkJJ,1787854736fia3o1,1783337773,1783189800,Slack Technologies - Settlement,order_TUtFj7SgBtoCkS,card,RUPay
pay_1vTFcWSwtPW89w,payment,2308011,INR,49641,8935,2249435,0,setl_uurSZUwrRJ2Buf,1787854736a3y5t3,1762787981,1762626600,Salesforce.com - Settlement,order_aFFNEkgbAVH1rd,card,RUPay
pay_r6iiL92eTeFONg,payment,1493974,INR,27060,4871,1462043,0,setl_fraJ8g8HNmNLui,178785473643qlx3,1764030603,1763922600,Freshworks Inc - Settlement,order_TUtFkDFNTFkzZx,card,MC
pay_r1s6nMmSVp8o7f,payment,3954770,INR,75914,13665,3865191,0,setl_DXaQGWwUOKGNA4,1787854736gh7idu,1740946081,1740853800,Stripe Payments - Settlement,order_G4djblwl12t3de,card,RUPay
